t0_date,weighting,n_samples,beta_ols,beta_qr,alpha_ols,r2_var,r2_fixed,sigma_var,sigma_fixed
2015-05-04,1_over_t,3629,2.259795001066616,2.288651719389236,2.5968576804262966,0.9118276331781919,0.8870870308199064,0.2107514462663411,0.2107514462663411
2015-05-11,log_density,3622,2.294545881564571,2.3971712969159036,2.592696308591393,0.9334515821981716,0.8843913532844914,0.2122104915084329,0.2122104915084329
2015-05-11,unweighted,3622,2.236315039315116,2.3553579143150323,2.616103338204912,0.8858105462825736,0.8858105462825736,0.21090393857945677,0.21090393857945677
2015-05-11,1_over_t,3622,2.247630493244094,2.317216702068123,2.60984525589828,0.910421451023291,0.8857799164567192,0.21093222279292478,0.21093222279292478
2015-05-18,log_density,3615,2.282787555329106,2.375850355319109,2.605439174871169,0.932758931280378,0.8830299731526613,0.21239468255496366,0.21239468255496366
2015-05-18,unweighted,3615,2.2247277845119267,2.3508222068854536,2.6287186989329054,0.8844563178771692,0.8844563178771692,0.21109572904376142,0.21109572904376142
2015-05-18,1_over_t,3615,2.2349547103202045,2.3052995088287567,2.6231604744704895,0.9089302642234162,0.8844302926087793,0.2111195014975147,0.2111195014975147
2015-05-25,log_density,3608,2.270053497502605,2.3617828006208708,2.618982574213661,0.9319837263148393,0.8816066414012373,0.21258433562303497,0.21258433562303497
2015-05-25,unweighted,3608,2.21274626233258,2.3323499913397825,2.641630489399784,0.8830372631143016,0.8830372631143016,0.2112960365785573,0.2112960365785573
2015-05-25,1_over_t,3608,2.2212809958328026,2.2985390677180906,2.6371367529577907,0.9073096396007332,0.8830178886101189,0.21131353611105,0.21131353611105
2015-06-01,log_density,3601,2.2582649452253056,2.361733463817501,2.631821433473039,0.9312224927660906,0.8802212256008518,0.21277697760472333,0.21277697760472333
2015-06-01,unweighted,3601,2.2014265520267995,2.33335791619745,2.6539887622713643,0.881666263753338,0.881666263753338,0.2114895882571731,0.2114895882571731
2015-06-01,1_over_t,3601,2.209063985752231,2.300663430434824,2.6500763965079495,0.9058007256330545,0.881649818718052,0.2115042832757957,0.2115042832757957
2015-06-08,log_density,3594,2.248142911968004,2.352619268256955,2.6432990152235862,0.930600654907924,0.8789263392296671,0.2129527965008295,0.2129527965008295
2015-06-08,unweighted,3594,2.1910773226972045,2.3330416036078105,2.6655480727347665,0.880392738773691,0.880392738773691,0.2116592649930525,0.2116592649930525
2015-06-08,1_over_t,3594,2.199076741030774,2.3029775952822042,2.661454916567876,0.9045295113357714,0.8803745501721958,0.2116753578273701,0.2116753578273701
2015-06-15,log_density,3587,2.2393203241093245,2.349250076620116,2.6535062376006673,0.9300865831465441,0.8777197003788664,0.21308694287136246,0.21308694287136246
2015-06-15,unweighted,3587,2.181355219945656,2.3102309645475856,2.676586589936669,0.8791947473294326,0.8791947473294326,0.2117978272742525,0.2117978272742525
2015-06-15,1_over_t,3587,2.190550327248008,2.300083943508527,2.671810043390625,0.9034689953314495,0.8791712534049191,0.21181842124740866,0.21181842124740866
2015-06-22,log_density,3580,2.232437359871029,2.337851234995412,2.6621915753886745,0.9298375536725394,0.8766991751325744,0.21314795034193623,0.21314795034193623
2015-06-22,unweighted,3580,2.1729208283459336,2.309893682693712,2.6865771703060144,0.8781949498307468,0.8781949498307468,0.2118511458214323,0.2118511458214323
2015-06-22,1_over_t,3580,2.1850865428662525,2.2767609550892374,2.6800483256956036,0.9029496934353535,0.8781560723319068,0.21188495224227588,0.21188495224227588
2015-06-29,log_density,3573,2.223546965592122,2.325375196168146,2.672517155995344,0.9293187485868981,0.8754619999078184,0.21328901924421728,0.21328901924421728
